,Fecha de notificación,Código DIVIPOLA departamento,Nombre departamento,Casos
0,1/1/2021 0:00:00,5,ANTIOQUIA,515
1,1/1/2021 0:00:00,8,ATLANTICO,292
2,1/1/2021 0:00:00,11,BOGOTA,1541
3,1/1/2021 0:00:00,13,BOLIVAR,151
4,1/1/2021 0:00:00,15,BOYACA,92
5,1/1/2021 0:00:00,17,CALDAS,135
6,1/1/2021 0:00:00,18,CAQUETA,13
7,1/1/2021 0:00:00,19,CAUCA,84
8,1/1/2021 0:00:00,20,CESAR,48
9,1/1/2021 0:00:00,23,CORDOBA,47
10,1/1/2021 0:00:00,25,CUNDINAMARCA,276
11,1/1/2021 0:00:00,27,CHOCO,8
12,1/1/2021 0:00:00,41,HUILA,141
13,1/1/2021 0:00:00,44,GUAJIRA,25
14,1/1/2021 0:00:00,47,MAGDALENA,42
15,1/1/2021 0:00:00,50,META,73
16,1/1/2021 0:00:00,52,NARIÑO,160
17,1/1/2021 0:00:00,54,NORTE SANTANDER,69
18,1/1/2021 0:00:00,63,QUINDIO,97
19,1/1/2021 0:00:00,66,RISARALDA,111
20,1/1/2021 0:00:00,68,SANTANDER,192
21,1/1/2021 0:00:00,70,SUCRE,7
22,1/1/2021 0:00:00,73,TOLIMA,165
23,1/1/2021 0:00:00,76,VALLE,361
24,1/1/2021 0:00:00,81,ARAUCA,5
25,1/1/2021 0:00:00,85,CASANARE,20
26,1/1/2021 0:00:00,86,PUTUMAYO,12
27,1/1/2021 0:00:00,88,SAN ANDRES,2
28,1/1/2021 0:00:00,91,AMAZONAS,4
29,1/1/2021 0:00:00,94,GUAINIA,1
30,1/1/2021 0:00:00,95,GUAVIARE,1
31,1/1/2021 0:00:00,99,VICHADA,1
32,1/10/2020 0:00:00,5,ANTIOQUIA,1550
33,1/10/2020 0:00:00,8,ATLANTICO,107
34,1/10/2020 0:00:00,11,BOGOTA,2011
35,1/10/2020 0:00:00,13,BOLIVAR,74
36,1/10/2020 0:00:00,15,BOYACA,218
37,1/10/2020 0:00:00,17,CALDAS,201
38,1/10/2020 0:00:00,18,CAQUETA,70
39,1/10/2020 0:00:00,19,CAUCA,117
40,1/10/2020 0:00:00,20,CESAR,197
41,1/10/2020 0:00:00,23,CORDOBA,63
42,1/10/2020 0:00:00,25,CUNDINAMARCA,228
43,1/10/2020 0:00:00,27,CHOCO,2
44,1/10/2020 0:00:00,41,HUILA,345
45,1/10/2020 0:00:00,44,GUAJIRA,46
46,1/10/2020 0:00:00,47,MAGDALENA,45
47,1/10/2020 0:00:00,50,META,191
48,1/10/2020 0:00:00,52,NARIÑO,145
49,1/10/2020 0:00:00,54,NORTE SANTANDER,180
50,1/10/2020 0:00:00,63,QUINDIO,183
51,1/10/2020 0:00:00,66,RISARALDA,107
52,1/10/2020 0:00:00,68,SANTANDER,363
53,1/10/2020 0:00:00,70,SUCRE,22
54,1/10/2020 0:00:00,73,TOLIMA,206
55,1/10/2020 0:00:00,76,VALLE,649
56,1/10/2020 0:00:00,81,ARAUCA,41
57,1/10/2020 0:00:00,85,CASANARE,113
58,1/10/2020 0:00:00,86,PUTUMAYO,10
59,1/10/2020 0:00:00,88,SAN ANDRES,4
60,1/10/2020 0:00:00,94,GUAINIA,7
61,1/10/2020 0:00:00,95,GUAVIARE,18
62,1/10/2020 0:00:00,97,VAUPES,1
63,1/10/2020 0:00:00,99,VICHADA,4
64,1/11/2020 0:00:00,5,ANTIOQUIA,1201
65,1/11/2020 0:00:00,8,ATLANTICO,133
66,1/11/2020 0:00:00,11,BOGOTA,1133
67,1/11/2020 0:00:00,13,BOLIVAR,163
68,1/11/2020 0:00:00,15,BOYACA,152
69,1/11/2020 0:00:00,17,CALDAS,194
70,1/11/2020 0:00:00,18,CAQUETA,51
71,1/11/2020 0:00:00,19,CAUCA,30
72,1/11/2020 0:00:00,20,CESAR,91
73,1/11/2020 0:00:00,23,CORDOBA,33
74,1/11/2020 0:00:00,25,CUNDINAMARCA,226
75,1/11/2020 0:00:00,27,CHOCO,55
76,1/11/2020 0:00:00,41,HUILA,183
77,1/11/2020 0:00:00,44,GUAJIRA,38
78,1/11/2020 0:00:00,47,MAGDALENA,150
79,1/11/2020 0:00:00,50,META,89
80,1/11/2020 0:00:00,52,NARIÑO,57
81,1/11/2020 0:00:00,54,NORTE SANTANDER,138
82,1/11/2020 0:00:00,63,QUINDIO,146
83,1/11/2020 0:00:00,66,RISARALDA,89
84,1/11/2020 0:00:00,68,SANTANDER,226
85,1/11/2020 0:00:00,70,SUCRE,30
86,1/11/2020 0:00:00,73,TOLIMA,298
87,1/11/2020 0:00:00,76,VALLE,505
88,1/11/2020 0:00:00,81,ARAUCA,14
89,1/11/2020 0:00:00,85,CASANARE,15
90,1/11/2020 0:00:00,86,PUTUMAYO,10
91,1/11/2020 0:00:00,88,SAN ANDRES,1
92,1/11/2020 0:00:00,91,AMAZONAS,2
93,1/11/2020 0:00:00,95,GUAVIARE,5
94,1/11/2020 0:00:00,97,VAUPES,1
95,1/12/2020 0:00:00,5,ANTIOQUIA,1503
96,1/12/2020 0:00:00,8,ATLANTICO,445
97,1/12/2020 0:00:00,11,BOGOTA,1930
98,1/12/2020 0:00:00,13,BOLIVAR,528
99,1/12/2020 0:00:00,15,BOYACA,169
100,1/12/2020 0:00:00,17,CALDAS,237
101,1/12/2020 0:00:00,18,CAQUETA,48
102,1/12/2020 0:00:00,19,CAUCA,71
103,1/12/2020 0:00:00,20,CESAR,162
104,1/12/2020 0:00:00,23,CORDOBA,40
105,1/12/2020 0:00:00,25,CUNDINAMARCA,386
106,1/12/2020 0:00:00,27,CHOCO,13
107,1/12/2020 0:00:00,41,HUILA,103
108,1/12/2020 0:00:00,44,GUAJIRA,71
109,1/12/2020 0:00:00,47,MAGDALENA,150
110,1/12/2020 0:00:00,50,META,93
111,1/12/2020 0:00:00,52,NARIÑO,148
112,1/12/2020 0:00:00,54,NORTE SANTANDER,428
113,1/12/2020 0:00:00,63,QUINDIO,192
114,1/12/2020 0:00:00,66,RISARALDA,184
115,1/12/2020 0:00:00,68,SANTANDER,394
116,1/12/2020 0:00:00,70,SUCRE,28
117,1/12/2020 0:00:00,73,TOLIMA,363
118,1/12/2020 0:00:00,76,VALLE,975
119,1/12/2020 0:00:00,81,ARAUCA,29
120,1/12/2020 0:00:00,85,CASANARE,39
121,1/12/2020 0:00:00,86,PUTUMAYO,12
122,1/12/2020 0:00:00,88,SAN ANDRES,24
123,1/12/2020 0:00:00,91,AMAZONAS,3
124,1/12/2020 0:00:00,94,GUAINIA,3
125,1/12/2020 0:00:00,95,GUAVIARE,3
126,1/12/2020 0:00:00,97,VAUPES,3
127,1/12/2020 0:00:00,99,VICHADA,12
128,1/4/2020 0:00:00,5,ANTIOQUIA,9
129,1/4/2020 0:00:00,8,ATLANTICO,10
130,1/4/2020 0:00:00,11,BOGOTA,113
131,1/4/2020 0:00:00,13,BOLIVAR,4
132,1/4/2020 0:00:00,15,BOYACA,3
133,1/4/2020 0:00:00,17,CALDAS,1
134,1/4/2020 0:00:00,20,CESAR,3
135,1/4/2020 0:00:00,23,CORDOBA,1
136,1/4/2020 0:00:00,25,CUNDINAMARCA,7
137,1/4/2020 0:00:00,41,HUILA,3
138,1/4/2020 0:00:00,47,MAGDALENA,2
139,1/4/2020 0:00:00,52,NARIÑO,5
140,1/4/2020 0:00:00,63,QUINDIO,3
141,1/4/2020 0:00:00,66,RISARALDA,2
142,1/4/2020 0:00:00,73,TOLIMA,3
143,1/4/2020 0:00:00,76,VALLE,26
144,1/4/2020 0:00:00,85,CASANARE,1
145,1/5/2020 0:00:00,5,ANTIOQUIA,5
146,1/5/2020 0:00:00,8,ATLANTICO,121
147,1/5/2020 0:00:00,11,BOGOTA,129
148,1/5/2020 0:00:00,13,BOLIVAR,21
149,1/5/2020 0:00:00,15,BOYACA,9
150,1/5/2020 0:00:00,17,CALDAS,4
151,1/5/2020 0:00:00,18,CAQUETA,1
152,1/5/2020 0:00:00,19,CAUCA,1
153,1/5/2020 0:00:00,20,CESAR,4
154,1/5/2020 0:00:00,23,CORDOBA,3
155,1/5/2020 0:00:00,25,CUNDINAMARCA,2
156,1/5/2020 0:00:00,27,CHOCO,4
157,1/5/2020 0:00:00,41,HUILA,3
158,1/5/2020 0:00:00,47,MAGDALENA,2
159,1/5/2020 0:00:00,50,META,84
160,1/5/2020 0:00:00,52,NARIÑO,9
161,1/5/2020 0:00:00,63,QUINDIO,2
162,1/5/2020 0:00:00,73,TOLIMA,2
163,1/5/2020 0:00:00,76,VALLE,17
164,1/5/2020 0:00:00,91,AMAZONAS,44
165,1/6/2020 0:00:00,5,ANTIOQUIA,60
166,1/6/2020 0:00:00,8,ATLANTICO,513
167,1/6/2020 0:00:00,11,BOGOTA,489
168,1/6/2020 0:00:00,13,BOLIVAR,113
169,1/6/2020 0:00:00,15,BOYACA,2
170,1/6/2020 0:00:00,17,CALDAS,5
171,1/6/2020 0:00:00,19,CAUCA,6
172,1/6/2020 0:00:00,20,CESAR,50
173,1/6/2020 0:00:00,23,CORDOBA,5
174,1/6/2020 0:00:00,25,CUNDINAMARCA,71
175,1/6/2020 0:00:00,27,CHOCO,49
176,1/6/2020 0:00:00,41,HUILA,2
177,1/6/2020 0:00:00,44,GUAJIRA,1
178,1/6/2020 0:00:00,47,MAGDALENA,12
179,1/6/2020 0:00:00,50,META,2
180,1/6/2020 0:00:00,52,NARIÑO,50
181,1/6/2020 0:00:00,54,NORTE SANTANDER,2
182,1/6/2020 0:00:00,66,RISARALDA,6
183,1/6/2020 0:00:00,68,SANTANDER,15
184,1/6/2020 0:00:00,70,SUCRE,13
185,1/6/2020 0:00:00,73,TOLIMA,18
186,1/6/2020 0:00:00,76,VALLE,242
187,1/6/2020 0:00:00,81,ARAUCA,1
188,1/6/2020 0:00:00,85,CASANARE,1
189,1/6/2020 0:00:00,91,AMAZONAS,15
190,1/7/2020 0:00:00,5,ANTIOQUIA,493
191,1/7/2020 0:00:00,8,ATLANTICO,1182
192,1/7/2020 0:00:00,11,BOGOTA,2175
193,1/7/2020 0:00:00,13,BOLIVAR,435
194,1/7/2020 0:00:00,15,BOYACA,17
195,1/7/2020 0:00:00,17,CALDAS,11
196,1/7/2020 0:00:00,18,CAQUETA,9
197,1/7/2020 0:00:00,19,CAUCA,62
198,1/7/2020 0:00:00,20,CESAR,58
199,1/7/2020 0:00:00,23,CORDOBA,173
200,1/7/2020 0:00:00,25,CUNDINAMARCA,237
201,1/7/2020 0:00:00,27,CHOCO,47
202,1/7/2020 0:00:00,41,HUILA,9
203,1/7/2020 0:00:00,44,GUAJIRA,98
204,1/7/2020 0:00:00,47,MAGDALENA,169
205,1/7/2020 0:00:00,50,META,36
206,1/7/2020 0:00:00,52,NARIÑO,154
207,1/7/2020 0:00:00,54,NORTE SANTANDER,47
208,1/7/2020 0:00:00,63,QUINDIO,5
209,1/7/2020 0:00:00,66,RISARALDA,18
210,1/7/2020 0:00:00,68,SANTANDER,48
211,1/7/2020 0:00:00,70,SUCRE,149
212,1/7/2020 0:00:00,73,TOLIMA,52
213,1/7/2020 0:00:00,76,VALLE,574
214,1/7/2020 0:00:00,81,ARAUCA,3
215,1/7/2020 0:00:00,85,CASANARE,14
216,1/7/2020 0:00:00,86,PUTUMAYO,1
217,1/7/2020 0:00:00,91,AMAZONAS,2
218,1/8/2020 0:00:00,5,ANTIOQUIA,1387
219,1/8/2020 0:00:00,8,ATLANTICO,392
220,1/8/2020 0:00:00,11,BOGOTA,3134
221,1/8/2020 0:00:00,13,BOLIVAR,210
222,1/8/2020 0:00:00,15,BOYACA,56
223,1/8/2020 0:00:00,17,CALDAS,41
224,1/8/2020 0:00:00,18,CAQUETA,135
225,1/8/2020 0:00:00,19,CAUCA,87
226,1/8/2020 0:00:00,20,CESAR,227
227,1/8/2020 0:00:00,23,CORDOBA,763
228,1/8/2020 0:00:00,25,CUNDINAMARCA,341
229,1/8/2020 0:00:00,27,CHOCO,23
230,1/8/2020 0:00:00,41,HUILA,120
231,1/8/2020 0:00:00,44,GUAJIRA,98
232,1/8/2020 0:00:00,47,MAGDALENA,316
233,1/8/2020 0:00:00,50,META,122
234,1/8/2020 0:00:00,52,NARIÑO,225
235,1/8/2020 0:00:00,54,NORTE SANTANDER,223
236,1/8/2020 0:00:00,63,QUINDIO,16
237,1/8/2020 0:00:00,66,RISARALDA,90
238,1/8/2020 0:00:00,68,SANTANDER,411
239,1/8/2020 0:00:00,70,SUCRE,224
240,1/8/2020 0:00:00,73,TOLIMA,86
241,1/8/2020 0:00:00,76,VALLE,636
242,1/8/2020 0:00:00,81,ARAUCA,22
243,1/8/2020 0:00:00,85,CASANARE,31
244,1/8/2020 0:00:00,86,PUTUMAYO,70
245,1/8/2020 0:00:00,88,SAN ANDRES,2
246,1/8/2020 0:00:00,95,GUAVIARE,1
247,1/8/2020 0:00:00,97,VAUPES,9
248,1/9/2020 0:00:00,5,ANTIOQUIA,1298
249,1/9/2020 0:00:00,8,ATLANTICO,101
250,1/9/2020 0:00:00,11,BOGOTA,2533
251,1/9/2020 0:00:00,13,BOLIVAR,273
252,1/9/2020 0:00:00,15,BOYACA,125
253,1/9/2020 0:00:00,17,CALDAS,112
254,1/9/2020 0:00:00,18,CAQUETA,108
255,1/9/2020 0:00:00,19,CAUCA,99
256,1/9/2020 0:00:00,20,CESAR,351
257,1/9/2020 0:00:00,23,CORDOBA,141
258,1/9/2020 0:00:00,25,CUNDINAMARCA,328
259,1/9/2020 0:00:00,27,CHOCO,7
260,1/9/2020 0:00:00,41,HUILA,204
261,1/9/2020 0:00:00,44,GUAJIRA,101
262,1/9/2020 0:00:00,47,MAGDALENA,89
263,1/9/2020 0:00:00,50,META,258
264,1/9/2020 0:00:00,52,NARIÑO,168
265,1/9/2020 0:00:00,54,NORTE SANTANDER,128
266,1/9/2020 0:00:00,63,QUINDIO,82
267,1/9/2020 0:00:00,66,RISARALDA,193
268,1/9/2020 0:00:00,68,SANTANDER,520
269,1/9/2020 0:00:00,70,SUCRE,137
270,1/9/2020 0:00:00,73,TOLIMA,156
271,1/9/2020 0:00:00,76,VALLE,450
272,1/9/2020 0:00:00,81,ARAUCA,22
273,1/9/2020 0:00:00,85,CASANARE,29
274,1/9/2020 0:00:00,86,PUTUMAYO,25
275,1/9/2020 0:00:00,88,SAN ANDRES,57
276,1/9/2020 0:00:00,91,AMAZONAS,2
277,1/9/2020 0:00:00,94,GUAINIA,35
278,1/9/2020 0:00:00,95,GUAVIARE,12
279,1/9/2020 0:00:00,97,VAUPES,29
280,1/9/2020 0:00:00,99,VICHADA,38
281,10/1/2021 0:00:00,5,ANTIOQUIA,1308
282,10/1/2021 0:00:00,8,ATLANTICO,495
283,10/1/2021 0:00:00,11,BOGOTA,3805
284,10/1/2021 0:00:00,13,BOLIVAR,254
285,10/1/2021 0:00:00,15,BOYACA,257
286,10/1/2021 0:00:00,17,CALDAS,188
287,10/1/2021 0:00:00,18,CAQUETA,68
288,10/1/2021 0:00:00,19,CAUCA,91
289,10/1/2021 0:00:00,20,CESAR,66
290,10/1/2021 0:00:00,23,CORDOBA,76
291,10/1/2021 0:00:00,25,CUNDINAMARCA,611
292,10/1/2021 0:00:00,27,CHOCO,20
293,10/1/2021 0:00:00,41,HUILA,213
294,10/1/2021 0:00:00,44,GUAJIRA,20
295,10/1/2021 0:00:00,47,MAGDALENA,111
296,10/1/2021 0:00:00,50,META,101
297,10/1/2021 0:00:00,52,NARIÑO,232
298,10/1/2021 0:00:00,54,NORTE SANTANDER,126
299,10/1/2021 0:00:00,63,QUINDIO,106
300,10/1/2021 0:00:00,66,RISARALDA,123
301,10/1/2021 0:00:00,68,SANTANDER,271
302,10/1/2021 0:00:00,70,SUCRE,49
303,10/1/2021 0:00:00,73,TOLIMA,403
304,10/1/2021 0:00:00,76,VALLE,710
305,10/1/2021 0:00:00,81,ARAUCA,7
306,10/1/2021 0:00:00,85,CASANARE,47
307,10/1/2021 0:00:00,86,PUTUMAYO,26
308,10/1/2021 0:00:00,88,SAN ANDRES,3
309,10/1/2021 0:00:00,91,AMAZONAS,12
310,10/1/2021 0:00:00,95,GUAVIARE,7
311,10/10/2020 0:00:00,5,ANTIOQUIA,1511
312,10/10/2020 0:00:00,8,ATLANTICO,118
313,10/10/2020 0:00:00,11,BOGOTA,1264
314,10/10/2020 0:00:00,13,BOLIVAR,105
315,10/10/2020 0:00:00,15,BOYACA,211
316,10/10/2020 0:00:00,17,CALDAS,223
317,10/10/2020 0:00:00,18,CAQUETA,73
318,10/10/2020 0:00:00,19,CAUCA,66
319,10/10/2020 0:00:00,20,CESAR,191
320,10/10/2020 0:00:00,23,CORDOBA,18
321,10/10/2020 0:00:00,25,CUNDINAMARCA,191
322,10/10/2020 0:00:00,27,CHOCO,2
323,10/10/2020 0:00:00,41,HUILA,247
324,10/10/2020 0:00:00,44,GUAJIRA,52
325,10/10/2020 0:00:00,47,MAGDALENA,34
326,10/10/2020 0:00:00,50,META,152
327,10/10/2020 0:00:00,52,NARIÑO,62
328,10/10/2020 0:00:00,54,NORTE SANTANDER,119
329,10/10/2020 0:00:00,63,QUINDIO,206
330,10/10/2020 0:00:00,66,RISARALDA,131
331,10/10/2020 0:00:00,68,SANTANDER,260
332,10/10/2020 0:00:00,70,SUCRE,39
333,10/10/2020 0:00:00,73,TOLIMA,196
334,10/10/2020 0:00:00,76,VALLE,570
335,10/10/2020 0:00:00,81,ARAUCA,38
336,10/10/2020 0:00:00,85,CASANARE,100
337,10/10/2020 0:00:00,86,PUTUMAYO,15
338,10/10/2020 0:00:00,88,SAN ANDRES,8
339,10/10/2020 0:00:00,95,GUAVIARE,15
340,10/10/2020 0:00:00,97,VAUPES,5
341,10/10/2020 0:00:00,99,VICHADA,4
342,10/11/2020 0:00:00,5,ANTIOQUIA,1349
343,10/11/2020 0:00:00,8,ATLANTICO,205
344,10/11/2020 0:00:00,11,BOGOTA,1679
345,10/11/2020 0:00:00,13,BOLIVAR,201
346,10/11/2020 0:00:00,15,BOYACA,243
347,10/11/2020 0:00:00,17,CALDAS,335
348,10/11/2020 0:00:00,18,CAQUETA,137
349,10/11/2020 0:00:00,19,CAUCA,81
350,10/11/2020 0:00:00,20,CESAR,99
351,10/11/2020 0:00:00,23,CORDOBA,48
352,10/11/2020 0:00:00,25,CUNDINAMARCA,385
353,10/11/2020 0:00:00,27,CHOCO,14
354,10/11/2020 0:00:00,41,HUILA,251
355,10/11/2020 0:00:00,44,GUAJIRA,63
356,10/11/2020 0:00:00,47,MAGDALENA,150
357,10/11/2020 0:00:00,50,META,126
358,10/11/2020 0:00:00,52,NARIÑO,152
359,10/11/2020 0:00:00,54,NORTE SANTANDER,231
360,10/11/2020 0:00:00,63,QUINDIO,197
361,10/11/2020 0:00:00,66,RISARALDA,173
362,10/11/2020 0:00:00,68,SANTANDER,339
363,10/11/2020 0:00:00,70,SUCRE,23
364,10/11/2020 0:00:00,73,TOLIMA,303
365,10/11/2020 0:00:00,76,VALLE,670
366,10/11/2020 0:00:00,81,ARAUCA,42
367,10/11/2020 0:00:00,85,CASANARE,56
368,10/11/2020 0:00:00,86,PUTUMAYO,11
369,10/11/2020 0:00:00,88,SAN ANDRES,5
370,10/11/2020 0:00:00,91,AMAZONAS,26
371,10/11/2020 0:00:00,95,GUAVIARE,8
372,10/11/2020 0:00:00,97,VAUPES,12
373,10/11/2020 0:00:00,99,VICHADA,8
374,10/12/2020 0:00:00,5,ANTIOQUIA,1981
375,10/12/2020 0:00:00,8,ATLANTICO,771
376,10/12/2020 0:00:00,11,BOGOTA,3496
377,10/12/2020 0:00:00,13,BOLIVAR,566
378,10/12/2020 0:00:00,15,BOYACA,299
379,10/12/2020 0:00:00,17,CALDAS,325
380,10/12/2020 0:00:00,18,CAQUETA,94
381,10/12/2020 0:00:00,19,CAUCA,155
382,10/12/2020 0:00:00,20,CESAR,154
383,10/12/2020 0:00:00,23,CORDOBA,77
384,10/12/2020 0:00:00,25,CUNDINAMARCA,727
385,10/12/2020 0:00:00,27,CHOCO,20
386,10/12/2020 0:00:00,41,HUILA,201
387,10/12/2020 0:00:00,44,GUAJIRA,98
388,10/12/2020 0:00:00,47,MAGDALENA,234
389,10/12/2020 0:00:00,50,META,333
390,10/12/2020 0:00:00,52,NARIÑO,251
391,10/12/2020 0:00:00,54,NORTE SANTANDER,438
392,10/12/2020 0:00:00,63,QUINDIO,246
393,10/12/2020 0:00:00,66,RISARALDA,604
394,10/12/2020 0:00:00,68,SANTANDER,725
395,10/12/2020 0:00:00,70,SUCRE,33
396,10/12/2020 0:00:00,73,TOLIMA,674
397,10/12/2020 0:00:00,76,VALLE,1171
398,10/12/2020 0:00:00,81,ARAUCA,24
399,10/12/2020 0:00:00,85,CASANARE,79
400,10/12/2020 0:00:00,86,PUTUMAYO,45
401,10/12/2020 0:00:00,88,SAN ANDRES,12
402,10/12/2020 0:00:00,91,AMAZONAS,10
403,10/12/2020 0:00:00,94,GUAINIA,3
404,10/12/2020 0:00:00,95,GUAVIARE,6
405,10/12/2020 0:00:00,99,VICHADA,10
406,10/3/2020 0:00:00,5,ANTIOQUIA,1
407,10/3/2020 0:00:00,41,HUILA,2
408,10/3/2020 0:00:00,76,VALLE,1
409,10/4/2020 0:00:00,5,ANTIOQUIA,6
410,10/4/2020 0:00:00,8,ATLANTICO,5
411,10/4/2020 0:00:00,11,BOGOTA,55
412,10/4/2020 0:00:00,13,BOLIVAR,7
413,10/4/2020 0:00:00,17,CALDAS,5
414,10/4/2020 0:00:00,19,CAUCA,1
415,10/4/2020 0:00:00,20,CESAR,2
416,10/4/2020 0:00:00,25,CUNDINAMARCA,2
417,10/4/2020 0:00:00,47,MAGDALENA,3
418,10/4/2020 0:00:00,52,NARIÑO,4
419,10/4/2020 0:00:00,54,NORTE SANTANDER,7
420,10/4/2020 0:00:00,63,QUINDIO,1
421,10/4/2020 0:00:00,66,RISARALDA,2
422,10/4/2020 0:00:00,68,SANTANDER,2
423,10/4/2020 0:00:00,76,VALLE,19
424,10/5/2020 0:00:00,5,ANTIOQUIA,7
425,10/5/2020 0:00:00,8,ATLANTICO,120
426,10/5/2020 0:00:00,11,BOGOTA,151
427,10/5/2020 0:00:00,13,BOLIVAR,62
428,10/5/2020 0:00:00,17,CALDAS,2
429,10/5/2020 0:00:00,19,CAUCA,1
430,10/5/2020 0:00:00,23,CORDOBA,2
431,10/5/2020 0:00:00,25,CUNDINAMARCA,10
432,10/5/2020 0:00:00,27,CHOCO,2
433,10/5/2020 0:00:00,41,HUILA,2
434,10/5/2020 0:00:00,44,GUAJIRA,4
435,10/5/2020 0:00:00,47,MAGDALENA,7
436,10/5/2020 0:00:00,50,META,3
437,10/5/2020 0:00:00,52,NARIÑO,36
438,10/5/2020 0:00:00,54,NORTE SANTANDER,1
439,10/5/2020 0:00:00,63,QUINDIO,1
440,10/5/2020 0:00:00,73,TOLIMA,2
441,10/5/2020 0:00:00,76,VALLE,36
442,10/5/2020 0:00:00,91,AMAZONAS,27
443,10/6/2020 0:00:00,5,ANTIOQUIA,169
444,10/6/2020 0:00:00,8,ATLANTICO,783
445,10/6/2020 0:00:00,11,BOGOTA,892
446,10/6/2020 0:00:00,13,BOLIVAR,247
447,10/6/2020 0:00:00,15,BOYACA,11
448,10/6/2020 0:00:00,17,CALDAS,7
449,10/6/2020 0:00:00,19,CAUCA,6
450,10/6/2020 0:00:00,20,CESAR,43
451,10/6/2020 0:00:00,23,CORDOBA,20
452,10/6/2020 0:00:00,25,CUNDINAMARCA,75
453,10/6/2020 0:00:00,27,CHOCO,41
454,10/6/2020 0:00:00,41,HUILA,2
455,10/6/2020 0:00:00,44,GUAJIRA,8
456,10/6/2020 0:00:00,47,MAGDALENA,43
457,10/6/2020 0:00:00,50,META,10
458,10/6/2020 0:00:00,52,NARIÑO,39
459,10/6/2020 0:00:00,54,NORTE SANTANDER,5
460,10/6/2020 0:00:00,63,QUINDIO,3
461,10/6/2020 0:00:00,66,RISARALDA,10
462,10/6/2020 0:00:00,68,SANTANDER,10
463,10/6/2020 0:00:00,70,SUCRE,49
464,10/6/2020 0:00:00,73,TOLIMA,19
465,10/6/2020 0:00:00,76,VALLE,249
466,10/6/2020 0:00:00,85,CASANARE,3
467,10/6/2020 0:00:00,88,SAN ANDRES,1
468,10/6/2020 0:00:00,91,AMAZONAS,44
469,10/6/2020 0:00:00,95,GUAVIARE,2
470,10/7/2020 0:00:00,5,ANTIOQUIA,1560
471,10/7/2020 0:00:00,8,ATLANTICO,901
472,10/7/2020 0:00:00,11,BOGOTA,2481
473,10/7/2020 0:00:00,13,BOLIVAR,311
474,10/7/2020 0:00:00,15,BOYACA,29
475,10/7/2020 0:00:00,17,CALDAS,55
476,10/7/2020 0:00:00,18,CAQUETA,32
477,10/7/2020 0:00:00,19,CAUCA,100
478,10/7/2020 0:00:00,20,CESAR,82
479,10/7/2020 0:00:00,23,CORDOBA,383
480,10/7/2020 0:00:00,25,CUNDINAMARCA,268
481,10/7/2020 0:00:00,27,CHOCO,57
482,10/7/2020 0:00:00,41,HUILA,13
483,10/7/2020 0:00:00,44,GUAJIRA,55
484,10/7/2020 0:00:00,47,MAGDALENA,189
485,10/7/2020 0:00:00,50,META,73
486,10/7/2020 0:00:00,52,NARIÑO,228
487,10/7/2020 0:00:00,54,NORTE SANTANDER,129
488,10/7/2020 0:00:00,63,QUINDIO,3
489,10/7/2020 0:00:00,66,RISARALDA,29
490,10/7/2020 0:00:00,68,SANTANDER,174
491,10/7/2020 0:00:00,70,SUCRE,172
492,10/7/2020 0:00:00,73,TOLIMA,36
493,10/7/2020 0:00:00,76,VALLE,772
494,10/7/2020 0:00:00,81,ARAUCA,11
495,10/7/2020 0:00:00,85,CASANARE,6
496,10/7/2020 0:00:00,86,PUTUMAYO,38
497,10/7/2020 0:00:00,88,SAN ANDRES,1
498,10/7/2020 0:00:00,91,AMAZONAS,2
499,10/8/2020 0:00:00,5,ANTIOQUIA,1581
500,10/8/2020 0:00:00,8,ATLANTICO,259
501,10/8/2020 0:00:00,11,BOGOTA,3378
502,10/8/2020 0:00:00,13,BOLIVAR,136
503,10/8/2020 0:00:00,15,BOYACA,134
504,10/8/2020 0:00:00,17,CALDAS,58
505,10/8/2020 0:00:00,18,CAQUETA,166
506,10/8/2020 0:00:00,19,CAUCA,91
507,10/8/2020 0:00:00,20,CESAR,280
508,10/8/2020 0:00:00,23,CORDOBA,341
509,10/8/2020 0:00:00,25,CUNDINAMARCA,552
510,10/8/2020 0:00:00,27,CHOCO,19
511,10/8/2020 0:00:00,41,HUILA,116
512,10/8/2020 0:00:00,44,GUAJIRA,154
513,10/8/2020 0:00:00,47,MAGDALENA,198
514,10/8/2020 0:00:00,50,META,301
515,10/8/2020 0:00:00,52,NARIÑO,207
516,10/8/2020 0:00:00,54,NORTE SANTANDER,348
517,10/8/2020 0:00:00,63,QUINDIO,36
518,10/8/2020 0:00:00,66,RISARALDA,138
519,10/8/2020 0:00:00,68,SANTANDER,626
520,10/8/2020 0:00:00,70,SUCRE,106
521,10/8/2020 0:00:00,73,TOLIMA,141
522,10/8/2020 0:00:00,76,VALLE,670
523,10/8/2020 0:00:00,81,ARAUCA,10
524,10/8/2020 0:00:00,85,CASANARE,27
525,10/8/2020 0:00:00,86,PUTUMAYO,80
526,10/8/2020 0:00:00,88,SAN ANDRES,6
527,10/8/2020 0:00:00,91,AMAZONAS,3
528,10/8/2020 0:00:00,95,GUAVIARE,2
529,10/8/2020 0:00:00,99,VICHADA,1
530,10/9/2020 0:00:00,5,ANTIOQUIA,1467
531,10/9/2020 0:00:00,8,ATLANTICO,120
532,10/9/2020 0:00:00,11,BOGOTA,1993
533,10/9/2020 0:00:00,13,BOLIVAR,160
